料號	品名
8D0 399 415D +	工字樑鐵套
8D0 399 415E *	工字樑鐵套-前
8D0 407 253	羊角-左前輪
8D0 407 257AE	羊角-左前輪
8D0 407 257S	羊角-左前輪
8D0 407 258AE	羊角-右前輪
8D0 407 258S	羊角-右前輪
8D0 407 271AC *	傳動軸-左
8D0 407 271AM *	傳動軸-左
8D0 407 271BC /	傳動軸-左
8D0 407 271DM /	傳動軸-左
8D0 407 271DN /	傳動軸-左
8D0 407 272AC	傳動軸-右
8D0 407 272BC /	傳動軸-右
8D0 407 272DM /	傳動軸-右
8D0 407 417A *	內半軸修理包-左
8D0 407 417F *	內半軸修理包-左
8D0 407 418A *	內半軸修理包-右
8D0 407 418F *	內半軸修理包-右
8D0 407 451DX	傳動軸-左
8D0 407 451GX	傳動軸-左
8D0 407 505B #	三角架-上左前
8D0 407 505B *	三角架-上左前
8D0 407 505B +	三角架-上左前
8D0 407 505B -	三角架-上左前
8D0 407 505B /	三角架-上左前
8D0 407 505B @	三角架-上右前
8D0 407 505H	三角架-上左前
8D0 407 506B #	三角架-上右前
8D0 407 506B *	三角架-上右前
8D0 407 506B +	三角架-上右前
8D0 407 506B /	三角架-上右前
8D0 407 506B @	三角架-上右前
8D0 407 506H	三角架-上右前
8D0 407 509G	三角架-上左後
8D0 407 615D	哈扶-前
8D0 407 615D *	哈扶-前
8D0 411 317D +	平衡桿接頭-左
8D0 411 318D +	平衡桿接頭-右
8D0 412 065 *	避震器彈簧上座-前
8D0 412 065D	避震器彈簧上座-前
8D0 412 065D *	避震器彈簧上座-前
8D0 412 065F	避震器彈簧上座-前
8D0 412 065F /	避震器彈簧上座-前
8D0 412 065G /	避震器彈簧上座-前
8D0 412 103B *	避震器彈簧座-前
8D0 412 131D	避震器橡皮-前
8D0 413 031BK	避震器-前
8D0 413 031L	避震器-前
8D0 413 031L *	避震器-前
8D0 413 031L +	避震器-前
8D0 419 831K /	方向機防塵套-右
8D0 422 371F	方向機油壺
8D0 422 371F .	方向機油壺
8D0 422 371K /	方向機油壺
8D0 422 371K ~	方向機油壺
8D0 422 376	方向機油壺蓋
8D0 422 885D	方向機油管-冷卻管
8D0 422 885K	方向機油管-冷卻鐵管
8D0 422 891C -	方向機油管-冷卻管>壺
8D0 422 891C /	方向機油管-冷卻管>壺
8D0 498 099 *	外半軸修理包
8D0 498 099B /	外半軸修理包
8D0 498 203	防塵套修包-外半軸
8D0 498 203 *	防塵套修包-外半軸
8D0 498 203 /	防塵套修包-外半軸
8D0 498 625	前輪軸承組
8D0 498 625 /	前輪軸承組
8D0 498 625C	前輪軸承修包
8D0 498 998	三角架組
8D0 498 998 +	三角架組-10件
8D0 498 998 -	三角架組-10件
8D0 498 998A	和尚頭組-拉桿
8D0 498 998B	三角架組-8件
8D0 498 998B #	三角架組-8件
8D0 498 998B -	三角架組-8件
8D0 498 998B -4B	三角架組-8件
8D0 498 998B -4D	三角架組-8件
8D0 498 998B -8E	三角架組-8件
8D0 501 541A	後軸鐵套
8D0 512 099A -	後避上座
8D0 601 139D	輪胎螺絲
8D0 611 707 *	煞車軟管-前
8D0 611 707B #	煞車軟管-前
8D0 611 707B /	煞車軟管-前
8D0 611 707D	煞車軟管-前
8D0 611 775B #	煞車軟管-後
8D0 612 107	煞車真空輔助泵
8D0 612 107A	煞車真空輔助泵
8D0 612 107A *	煞車真空輔助泵
8D0 615 123B	煞車分泵-前左
8D0 615 124B	煞車分泵-前右
8D0 615 124B -	煞車分泵-前右
8D0 615 301J	煞車盤-前
8D0 615 301J !	煞車盤-前
8D0 615 301J *	煞車盤-前
8D0 615 301K	煞車盤-前
8D0 615 301K -	煞車盤-前
8D0 615 301L	煞車盤-前左
8D0 615 302	煞車盤-前右
8D0 615 601B /	煞車盤-後
8D0 698 151	來令片組-前
8D0 698 151 !	來令片組-前
8D0 698 151 *	來令片組-前
8D0 698 151A -	來令片組-前
8D0 698 151A /	來令片組-前
8D0 698 151C /	來令片組-前
8D0 698 451A	來令片組-後
8D0 698 601B !	煞車盤組-後-*2
8D0 698 671	煞車分泵修理包-後
8D0 803 123	電瓶固定鐵片
8D0 805 213A	電瓶固定座
8D0 805 594AN  Z	水箱架
8D0 805 594AN *	水箱架
8D0 807 331B	保桿支架-左後
8D0 807 332B	保桿支架-右後
8D0 807 345AA /	通風網-左
8D0 807 345B /	通風網-左
8D0 807 346AB  3FZ	通風網-右
8D0 807 346B 01C	通風網-右
8D0 807 346G /	通風網-右
8D0 819 371AB ~	熱水管-進
8D0 819 371H ~	熱水管-進
8D0 819 373N ~	熱水管-出
8D0 821 172B	擋泥板-右前內龜
8D0 823 359	撐桿-引擎蓋
8D0 823 359 *	撐桿-引擎蓋
8D0 823 359 /	撐桿-引擎蓋
8D0 823 359B #	撐桿-引擎蓋
8D0 823 480A	引擎蓋六角鎖扣
8D0 831 052C XX	車門總成-右前
8D0 831 402	車門後扭-右前上
8D0 837 461  ZZ	升降機-電動左前-瑕疵
8D0 837 461 *	升降機-電動左前
8D0 837 462  ZZ	升降機-電動右前-瑕疵
8D0 837 462 *	升降機-電動右前
8D0 853 621  2ZZ	AUDI標誌-前葉
8D0 853 909B 01C	車門下飾條固定扣
8D0 857 507  3FZ	後視鏡外殼-左
8D0 857 511A 01C	室內後視鏡
8D0 862 533E 6DP ZZ	置杯架-中央扶手-瑕疵
8D0 863 843	引擎下護板銜接片
8D0 864 245  C47	中央扶手蓋
8D0 867 409  1WV	車門內飾板-左前-核桃木
8D0 877 297A	天窗防水橡皮
8D0 907 391A *	放電器
8D0 919 033DX >	儀錶板舊品回收
8D0 919 034CX >	儀錶板舊品繳回件
8D0 919 578A ~	繼電器-384
8D0 927 156DD  XX	變速箱電腦-中古
8D0 927 803 *	ABS速度感知器-前
8D0 927 803 /	ABS速度感知器-前
8D0 927 803D /	ABS速度感知器-前
8D0 927 807C -	ABS速度感知器-後
8D0 927 807C /	ABS速度感知器-後
8D0 941 029AK -	大燈總成-左
8D0 941 029AK - ZZ	大燈總成-左
8D0 941 030AK -	大燈總成-右
8D0 941 509D *	故障燈開關
8D0 941 777 *	霧燈蓋板-左
8D0 941 778 *	霧燈蓋板-右
8D0 945 095G -	尾燈-左
8D0 945 096G -	尾燈-右
8D0 945 111D XX	尾燈-左-中古
8D0 945 111D ZZ	尾燈-左-暇疵
8D0 945 112	尾燈-右
8D0 951 253	繼電器-370
8D0 951 253A	繼電器-373
8D0 953 049 -	方向燈-左前
8D0 953 050 -	方向燈-右前
8D0 955 455	雨刷噴水筒蓋
8D0 959 455C #	風扇馬達-冷氣
8D0 959 455C *	風扇馬達-冷氣
8D0 959 455C -	風扇馬達-冷氣
8D0 959 455C /	風扇馬達-冷氣
8D0 959 455C >	風扇馬達-冷氣
8D0 959 455P	風扇馬達-冷氣
8D0 959 455P .	風扇馬達-冷氣
8D0 959 455R #	風扇馬達-冷氣
8D0 959 455R /	風扇馬達-冷氣
8D0 959 455R >	風扇馬達-冷氣
8D0 959 455R ~	風扇馬達-冷氣
8D0 959 457A	風扇馬達-冷氣
8D0 959 481B ~	水溫開關
8D0 959 482B -	冷氣壓力開關
8D0 959 482B ~	冷氣壓力開關
8D0 959 493 .	連續電阻-散熱馬達
8D0 959 613	天窗電位計
8D0 959 655F	安全氣囊電腦
8D1 422 052B	動力方向機
8D1 422 052BX	動力方向機
8D1 422 052BX  T	動力方向機
8D1 422 052BX  USA	動力方向機
8D1 422 052BX *	動力方向機
8D1 422 052BX >	動力方向機舊品回收
8D1 422 052K	動力方向機
8D1 422 052KX	動力方向機
8D1 422 052LX	動力方向機
8D1 422 066D	動力方向機
8D1 422 066F	動力方向機
8D1 422 891J /	方向機油管-方機>冷卻管
8D1 422 893AL .	方向機油管-泵>方機
8D1 422 893AL /	方向機油管-泵>方機
8D1 422 893AL ~	方向機油管-泵>方機
8D1 422 893AL ~1	方向機油管-泵>方機
8D1 611 931AB	真空管
8D1 723 555AD	油門線-自排
8D1 723 555P	油門線-自排
8D1 723 555S	油門線-自排
8D1 819 030A	暖排
8D1 819 030A *	暖排
8D1 819 030A /	暖排
8D1 819 030B #	暖排
8D1 819 030B *	暖排
8D1 819 030B +	暖排
8D1 819 030B ~	暖排
8D1 819 403A 01C	拖比蓋板-左
8D1 819 404A 01C	拖比蓋板-右
8D1 820 021 *	鼓風機-代控制器
8D1 820 021 -	鼓風機-代控制器
8D1 820 021 .	鼓風機-代控制器
8D1 820 021 ZZ	鼓風機-代控制器-瑕疵
8D1 820 021A .	鼓風機
8D1 820 103D +	蒸發器
8D1 820 103D /	蒸發器
8D1 820 511A *	冷氣控制馬達
8D1 820 511B	冷氣控制馬達
8D1 820 511B *	冷氣控制馬達
8D1 858 531  3FZ	後視鏡座-左電動
8D1 955 113C	雨刷馬達
8D1 955 331	雨刷連桿-左
8D1 955 332	雨刷連桿-右
8D1 955 407B	雨刷臂-左
8D1 955 408B	雨刷臂-右
8D1 955 603A /	雨刷桿支架
8D5 512 131D	避震器橡皮-後
8D5 512 131FS -	避震器橡皮組-後(單邊)
8D5 513 031AS	避震器總成-後
8D5 513 031H *	避震器-後
8D5 513 031H +	避震器-後
8D5 513 031H /	避震器-後
8D5 513 031L	避震器-後
8D5 807 301AAGRU	保桿-後
8D5 807 303   GRU  ZZ	保桿-後-暇疵
8D5 827 505B 01C	六角鎖-後箱
8D5 827 552D	撐桿-後箱
8D5 827 576L GRU	後箱蓋飾條
8D9 827 552 /	撐桿-後箱蓋
8D9 955 427	雨刷片-後
8E0 103 927B	引擎護蓋-左
8E0 117 335L	導風板-渦輪冷卻器
8E0 121 049N /	水管-下
8E0 121 049T	水管-下
8E0 121 055	水管-下/三通
8E0 121 101 .	水管-上
8E0 121 101 ~	水管-上
8E0 121 212J +	輔助水箱
8E0 121 251A /	水箱
8E0 121 251AE	水箱
8E0 121 251AQ *	水箱
8E0 121 251AQ -	水箱
8E0 121 251AQ /	水箱
8E0 121 251AR /	水箱
8E0 121 251L	水箱
8E0 121 251L *	水箱
8E0 121 251L +	水箱
8E0 121 251L -	水箱
8E0 121 251L /	水箱
8E0 121 251L Z	水箱
8E0 121 251M	水箱
8E0 121 251M /	水箱
8E0 121 284B	集風板-右
8E0 121 403 /	副水筒
8E0 129 618K	導風板-空氣芯
8E0 131 089DX Z	觸煤轉換器
8E0 133 889A	二次空氣連接管
8E0 145 153	方向機泵
8E0 145 153D	方向機泵
8E0 145 155F *	方向機泵
8E0 145 155N *	方向機泵
8E0 145 790P #	通氣管-渦輪
8E0 145 834F	通氣管-冷卻器>橫樑
8E0 145 837G #	空氣管-冷卻器
8E0 145 838K	空氣管-冷卻器
8E0 145 865	O型環
8E0 199 351F	引擎腳支架-左下
8E0 199 379A	引擎腳-左
8E0 199 379AA	引擎腳-左
8E0 199 379AB	引擎腳-右
8E0 199 379AD	引擎腳-左
8E0 199 379AG -	引擎腳-右
8E0 199 379AS	引擎腳-左
8E0 199 379BG +	引擎腳-左
8E0 199 382A	引擎腳-右
8E0 199 382AA	引擎腳-右
8E0 199 382AJ +	引擎腳-右
8E0 199 382J	引擎腳-右
8E0 199 382K	引擎腳-右
8E0 199 382L	引擎腳-右
8E0 199 521BP	下橫樑-前
8E0 201 218R	汽油管-汽油芯
8E0 201 511G	汽油杯
8E0 201 550B	油箱蓋
8E0 201 803F	活性碳罐
8E0 201 803H	活性碳罐
8E0 253 144M	吊耳-尾段消音器-後
8E0 260 403K	冷排
8E0 260 403Q	冷排
8E0 260 805BJ  XX	壓縮機總成
8E0 317 819AL	變速箱油管
8E0 399 105AF	變速箱腳支架
8E0 399 105AG	變速箱腳含架
8E0 399 105CL	變速箱腳含架
8E0 399 105CL *	變速箱腳含架
8E0 399 105J	變速箱腳支架
8E0 399 151P	變速箱腳-L/R
8E0 407 151M	三角架-前下
8E0 407 151M /	三角架-前下
8E0 407 151N	三角架-前下
8E0 407 253C	羊角-左前輪
8E0 407 253E	羊角-左前輪
8E0 407 253E  XX	羊角-左前輪-中古
8E0 407 253E ~	羊角-左前輪
8E0 407 254C	羊角-右前輪
8E0 407 254D	羊角-右前輪
8E0 407 254E	羊角-右前輪
8E0 407 254E  XX	羊角-右前輪-中古
8E0 407 254E ~	羊角-右前輪
8E0 407 271BG  XX	傳動軸-L/R-中古
8E0 407 271T	傳動軸-左
8E0 407 451HX	傳動軸
8E0 407 451PX	傳動軸-L/R
8E0 407 505A -	三角架-上左前
8E0 407 505A .	三角架-上左前
8E0 407 505C	三角架-上左前
8E0 407 506A -	三角架-上右前
8E0 407 506A .	三角架-上右前
8E0 407 506C	三角架-上右前
8E0 407 509A -	三角架-上左後
8E0 407 509C	三角架-上左後
8E0 407 510A -	三角架-上右後
8E0 407 510C	三角架-上右後
8E0 407 693K	三角架-下左後
8E0 407 693K *	三角架-下左後
8E0 407 693K /	三角架-下左後
8E0 407 693T	三角架-下左後
8E0 407 694K	三角架-下右後
8E0 407 694K *	三角架-下右後
8E0 407 694K .	三角架-下右後
8E0 407 694K /	三角架-下右後
8E0 412 377	避震器上座
8E0 413 031BE	避震器-前
8E0 413 031CT Z	避震器-前
8E0 419 811	和尚頭-惰桿
8E0 419 811B /	和尚頭-惰桿
8E0 422 371	方向機油壺
8E0 422 821C *	惰桿
8E0 422 885E	方向機油管-散熱管
8E0 422 885F	方向機油管-散熱管
8E0 498 099C *	外半軸修理包
8E0 498 203A	防塵套修包-外半軸
8E0 498 625A	前輪軸承組
8E0 498 625B /	前輪軸承修包
8E0 500 051T XX	工字樑-後-中古
8E0 501 529K *	三角架拉桿-後-L/R
8E0 501 611	羊角/哈扶-後
8E0 501 611 *	羊角/哈扶-後
8E0 505 323M	三角架-後上-L
8E0 505 324M	三角架-後上-R
8E0 505 431Q	後輪軸承座-左
8E0 505 432Q	後輪軸承座-右
8E0 512 149C	避震器彈簧橡皮-後上/下
8E0 512 149M	避震器彈簧橡皮-後上
8E0 513 033	避震器-後
8E0 513 033 *	避震器-後
8E0 513 033 Z	避震器-後
8E0 513 035R	避震器-後
8E0 513 036B	避震器-後
8E0 513 353B +	後避上座
8E0 513 353D	後避上座
8E0 598 611	哈扶/軸承-後
8E0 598 611A	後輪軸承-代哈扶
8E0 598 611A *	後輪軸承-代哈扶
8E0 609 722AN	手煞車線-右
8E0 611 301 /	煞車油壺
8E0 611 301E	煞車油壺
8E0 612 107A	煞車真空輔助泵
8E0 614 111AH	ABS控制主體
8E0 614 111AH *	ABS控制主體
8E0 615 301B	煞車盤-前
8E0 615 301B !	煞車盤-前
8E0 615 301B -	煞車盤-前
8E0 615 301K	煞車盤-前
8E0 615 301R *	煞車盤-前
8E0 615 425	煞車分泵架-後
8E0 615 601B !	煞車盤-後
8E0 615 601B -	煞車盤-後
8E0 615 601P !	煞車盤-後
8E0 615 601Q !	煞車盤-後
8E0 615 601Q ~	煞車盤-後
8E0 616 571D	車身水平感知器-後
8E0 698 151	來令片組-前
8E0 698 151 -	來令片組-前
8E0 698 151A	來令片組-前
8E0 698 151A -	來令片組-前
8E0 698 151A ^	來令片組-前
8E0 698 151B	來令片組-前
8E0 698 151B ^	來令片組-前
8E0 698 151F	來令片組-前
8E0 698 151G .	來令片組-前
8E0 698 151K	來令片組-前
8E0 698 301P !	煞車盤組-前-*2
8E0 698 301Q !	煞車盤組-前-*2
8E0 698 451	來令片組-後
8E0 698 451 *	來令片組-後
8E0 698 451 -	來令片組-後
8E0 698 451 /	來令片組-後
8E0 698 451A	來令片組-後
8E0 698 451A !	來令片組-後
8E0 698 451A *	來令片組-後
8E0 698 451C	來令片組-後
8E0 698 451C !	來令片組-後
8E0 698 451E	來令片組-後
8E0 698 451E #	來令片組-後
8E0 698 451F	來令片組-後
8E0 698 451K	來令片組-後
8E0 698 451K +	來令片組-後
8E0 698 451K -	來令片組-後
8E0 698 451L	來令片組-後
8E0 698 451L -	來令片組-後
8E0 698 451M	來令片組-後
8E0 698 470B	煞車導管修理包-前
8E0 698 470B *	煞車導管修理包-前
8E0 721 257E	離合器分泵
8E0 721 257F	離合器分泵
8E0 721 257F #	離合器分泵
8E0 721 257F *	離合器分泵
8E0 721 257F -	離合器分泵
8E0 721 257F /	離合器分泵
8E0 721 257M -	離合器分泵
8E0 721 257P *	離合器分泵
8E0 804 171J	隔熱板-後段消音器-左
8E0 807 103GZ Y70	保桿-前-緞灰
8E0 807 103GZ Y7Q	保桿-前-緞灰
8E0 807 103GZ Z9W	保桿-前-珍珠黑
8E0 807 109	保桿-前內鐵
8E0 807 133	保桿支架-左前
8E0 807 134	保桿支架-右前
8E0 807 283A	保桿側固定座-左前
8E0 807 284A	保桿側固定座-右前
8E0 807 309	保桿-後內鐵
8E0 807 453	保桿側固定座-左後
8E0 807 454	保桿側固定座-右後
8E0 807 647   01C *	通風網-中
8E0 809 905  GRU	油箱口板金
8E0 810 171	擋泥板-左後內龜
8E0 810 172	擋泥板-右後內龜
8E0 819 439 #	空調濾芯
8E0 819 439 +	空調濾芯
8E0 819 439 -	空調濾芯
8E0 819 439 /	空調濾芯-活性碳
8E0 820 043K 5PR	冷氣控制電腦-恆溫式
8E0 820 177	毛細管-棕
8E0 820 193C	乾燥筒
8E0 820 193C /	乾燥筒
8E0 820 193E	乾燥筒
8E0 820 193E /	乾燥筒
8E0 821 105D	葉子板-左前
8E0 821 106D	葉子板-右前
8E0 821 135A	葉子板固定支架-左前
8E0 821 136A	葉子板固定支架-右前
8E0 821 171B	擋泥板-左前內龜
8E0 821 171E	擋泥板-左前內龜
8E0 823 029 X	引擎蓋
8E0 823 029B	引擎蓋
8E0 823 029D  ZZ	引擎蓋-暇疵
8E0 823 301D	引擎蓋後鈕-左
8E0 823 302D	引擎蓋後鈕-右
8E0 823 359A #	撐桿-引擎蓋
8E0 823 359A /	撐桿-引擎蓋
8E0 823 480A	引擎蓋六角鎖-上
8E0 823 480B	引擎蓋六角鎖-上
8E0 823 480E	引擎蓋六角鎖-上
8E0 823 509A	引擎蓋六角鎖-下
8E0 825 265	扣子
8E0 831 051J  XX	車門總成-左前-中古
8E0 831 052J	車門總成-右前
8E0 831 401	車門後扭-左上/前後
8E0 831 402	車門後扭-右上/前後
8E0 831 411	車門後扭-左前下
8E0 831 721C	防水橡皮-前門-L/R
8E0 833 051J  XX	車門總成-左後-中古
8E0 833 052J  XX	車門總成-右後-中古
8E0 833 411	車門後扭-左後下
8E0 833 412	車門後扭-右後下
8E0 837 111A	防水塞-車門
8E0 837 439AD	門框橡皮-左前
8E0 837 439M	門框橡皮-左前內
8E0 837 440AD	門框橡皮-右前
8E0 837 440M	門框橡皮-右前
8E0 837 461	升降機-電動左前
8E0 837 461C  XX	升降機-電動-左前-中古
8E0 837 462	升降機-電動右前
8E0 837 462B	升降機-電動右前
8E0 837 462B  ZZ	升降機-電動-右前-瑕疵
8E0 837 462C  XX	升降機-電動-右前-中古
8E0 837 630B	門窗骨架-右前
8E0 837 911L	防水橡皮-左前門
8E0 837 911M  XX	防水橡皮-左前門-中古
8E0 837 912M  XX	防水橡皮-右前門-中古
8E0 839 015C XX	六角鎖-左後門-中古
8E0 839 015C ~	六角鎖-左後門
8E0 839 461	升降機-電動左後
8E0 839 461C  XX	升降機-電動左後-中古
8E0 839 461C  ZZ	升降機-電動左後-瑕疵
8E0 839 462	升降機-電動右後
8E0 839 462C  XX	升降機-電動右後-中古
8E0 839 912N  XX	防水橡皮-右後門-中古
8E0 845 021D  XX	車門玻璃-左前-中古
8E0 853 283A	外水切飾條-左前
8E0 853 283B	外水切飾條-左前
8E0 853 284A	外水切飾條-右前
8E0 853 284B	外水切飾條-右前
8E0 853 579  7DL	戶定飾板後端蓋-左
8E0 853 580  7DL	戶定飾板後端蓋-右
8E0 853 651B 3FZ	前柵
8E0 853 651Q  1QP XX	前柵-中古
8E0 853 763A	外水切飾條-左後
8E0 853 763B	外水切飾條-左後
8E0 853 764A	外水切飾條-右後
8E0 853 764B	外水切飾條-右後
8E0 853 922B	戶定蓋板前端下座-右
8E0 853 964   GRU XX	車門飾條-右後-中古
8E0 853 985A 7DL	戶定飾條-左
8E0 853 986A 7DL	戶定飾條-右
8E0 857 507  GRU	後視鏡外殼-左
8E0 857 507B *	後視鏡外殼-左
8E0 857 508  GRU	後視鏡外殼-右
8E0 857 535E ~	後視鏡片-左除霧廣角
8E0 857 536AB ~	後視鏡片-右-防眩
8E0 857 536D ~	後視鏡片-右除霧
8E0 857 561  E59	遮陽板扣
8E0 857 562A  4PK	遮陽板扣
8E0 857 562A  DT4	遮陽板扣
8E0 857 562A  J50	遮陽板扣
8E0 857 562A  Y22	遮陽板扣
8E0 857 562A  Z62	遮陽板扣
8E0 863 727A /	吸音棉扣子
8E0 863 821AN	引擎下護板-前
8E0 863 821D	引擎下護板-前
8E0 863 822	引擎下護板-後
8E0 863 822C  ZZ	引擎下護板-後-暇疵
8E0 863 822D -	引擎下護板-後
8E0 863 825AJ ZZ	吸音棉-引擎蓋-瑕疵
8E0 863 825S	吸音棉-引擎蓋
8E0 880 201BA 6PS	安全氣曩-左
8E0 880 201S 6PS	安全氣曩-左-黑
8E0 906 087N	汽油泵
8E0 907 391A	放電器
8E0 907 637A *	ESP感知器
8E0 907 637C -	ESP感知器
8E0 910 157L ZZ	變速箱電腦
8E0 919 051AH	汽油泵/浮筒
8E0 919 051BJ	汽油泵/浮筒
8E0 919 051CN - ZZ	汽油泵/浮筒-瑕疵
8E0 919 051L	汽油泵/浮筒
8E0 919 051P -	汽油泵/浮筒
8E0 919 133	汽油浮筒墊片
8E0 919 133E	汽油浮筒墊片
8E0 919 279 ~	倒車雷達嗡鳴器
8E0 919 673	汽油浮筒
8E0 919 673J	汽油浮筒
8E0 927 317	煞車真空泵-電動
8E0 927 317B	煞車真空泵-電動
8E0 927 317E	煞車真空泵-電動
8E0 927 317F	煞車真空泵-電動
8E0 927 803A /	ABS速度感知器-前
8E0 927 803B /	ABS速度感知器-前
8E0 927 807	ABS速度感知器-後
8E0 941 029 -	大燈總成-左
8E0 941 029AS -	大燈總成-左-氙氣
8E0 941 029H -	大燈總成-左
8E0 941 030 -	大燈總成-右
8E0 941 030AS -	大燈總成-右-氙氣
8E0 941 030H -	大燈總成-右
8E0 941 285C	車身水平感知器-前
8E0 941 531 5RP	大燈開關
8E0 941 699 -	霧燈-左
8E0 941 699C	霧燈-左
8E0 941 700 -	霧燈-右
8E0 941 700C	霧燈-右
8E0 945 299	螺帽-尾燈
8E0 945 515	煞車燈開關
8E0 949 127 /	側燈-透明/長型
8E0 951 253	繼電器-614
8E0 953 512J  6PS	方向盤蓋板-下
8E0 955 102D	大燈噴水器-右
8E0 955 465	雨刷噴橡皮
8E0 955 987A	噴水頭-左
8E0 955 988A	噴水頭-右
8E0 955 988D ZZ	噴水頭-右-瑕疵
8E0 959 126	冷氣壓力開關
8E0 959 126B	冷氣壓力開關
8E0 959 126C	冷氣壓力開關
8E0 959 455	風扇馬達-左
8E0 959 455 *	風扇馬達-左
8E0 959 455A	風扇馬達-左
8E0 959 455B	風扇馬達-右
8E0 959 455K !	風扇馬達-左
8E0 959 455N !	風扇馬達-右
8E0 959 455N /	風扇馬達-右
8E0 959 501AB	風扇控制盒
8E0 959 501AG /	風扇控制盒
8E0 959 501K	風扇控制盒
8E0 959 565A 4PK ~	後視鏡調整開關
8E0 959 613B EC3	天窗電位計
8E0 959 747	電動椅調整開關-左前-黑
8E0 959 747A ~	電動椅調整開關-左前-黑
8E0 959 748	電動椅調整開關-左前-黑
8E0 959 748   4PK	電動椅調整開關-右前-黑
8E0 959 801A	電窗馬達-左後
8E0 959 802A	電窗馬達-右後
8E0 959 802E  XX	電窗馬達-右後-中古
8E0 959 851B  5PR	電窗開關-左前
8E0 959 851B 5PR  XX	電窗開關-左前-中古
8E1 422 053B *	動力方向機
8E1 422 053K	動力方向機
8E1 422 053K -	動力方向機
8E1 422 054AX	動力方向機
8E1 422 054BX	動力方向機
8E1 422 066T	動力方向機總成
8E1 422 891AM /	方向機油管-方機>冷卻管
8E1 422 891E	方向機油管-方機>冷卻管
8E1 422 893BS	方向機油管-泵>方機
8E1 422 893CP	方向機油管-泵>方機
8E1 713 187	排桿防塵條
