料號,廠牌,副廠料號,品名
NGP 051 849A,NGP,,天線-短
NGP 061 8D1,,,腳踏墊組
NGP 103 493B,TAIWAN,,油氣分離器
NGP 103 493B *,TAIWAN,,油氣分離器
NGP 133,NGP,,引擎清洗劑
NGP 213,O,,冷排
NGP 214 2,NGP,,乾燥筒
NGP 222,DELCO,,鼓風機
NGP 232,,,冷氣提速器
NGP 233,,,連續電阻
NGP 233-3,,,連續電阻
NGP 411 813 2,,,排氣管尾段飾管
NGP 801,,,AUDI四圓環貼紙
NGP 806,NGP,,1.8E 標誌
NGP A10 900 3,NGP,,機油添加劑
NGP A25 368 2,NGP,,排氣尾管
NGP ALL 422,,,方向機舊品
NGP ALL 908-1,,,空氣流量計舊品
NGP C02 330 2,NGP,,節氣閥清洗劑
NGP OFR 01,Z,,油膜清潔劑
NGP PDI 005,VW,,牌照底板-前白金-VW
NGP PDI 007A,VW,,牌照底板-後
NGP PDI 008,SKODA,,牌照板-前
NGP PDI 011,VW,,太古標誌-後
NGP PDI 012,VW,,太古旗幟標誌-後
NGP PDI 019,VW,,牌照底板-後
NGP PDI 044,VW,,牌照板-前
NGP PDI 045,VW,,牌照板-前
NGP PDI 046,VW,,牌照板-前
NGP PDI 048,VW,,牌照板-前
NGP PDI 049,VW,,牌照板-前
NGP PDI 050,VW,,牌照板-前
NGP PDI 051,VW,,牌照板-前
NGP PDI 060,VW,,牌照板-前
NGP Z24,,,退料手續費
OCTAVIA-1.0-TSI-5E,CAR-SKODA,,車型-5E34BD
OCTAVIA-1.4-TSI-5E,CAR-SKODA,,車型-5E54MD
OCTAVIA-1.5-TSI-5E,CAR-SKODA,,車型-NX34JD
OCTAVIA-1.6-FSI,CAR-SKODA,,車型-1Z3
OCTAVIA-1.6-MPI,CAR-SKODA,,車型-1Z3
OCTAVIA-1.6-TDI-5E,CAR-SKODA,,車型-5E544D
OCTAVIA-1.8-5E,CAR-SKODA,,車型-5E54PX
OCTAVIA-1.8-T,CAR-SKODA,,車型-1Z52MD
OCTAVIA-1.9-TDI,CAR-SKODA,,車型-1Z3
OCTAVIA-2.0-FSI,CAR-SKODA,,車型-1Z3
OCTAVIA-2.0-TDI,CAR-SKODA,,車型-1Z5
OCTAVIA-2.0-TDI-5E,CAR-SKODA,,車型-5E569C
OCTAVIA-2.0-TFSI-5E,CAR-SKODA,,車型-5E0
OE231,CHAMPION,,火星塞-REA6YC
PAA 955 455,PORSCHE,,雨刷噴水筒蓋
PAB 121 678A,PORSCHE,,熱水閥
PAB 129 669 10,PORSCHE,,水箱架橡皮墊
PAB 145 117,PORSCHE,,O型環
PAB 145 219 00,PORSCHE,,墊片
PAB 413 031,PORSCHE,,避震器-前
PAB 513 035A,PORSCHE,,避震器-後
PAB 819 439 20,PORSCHE,,空調濾芯-抗過敏
PAB 903 315,PORSCHE,,惰輪-綜合皮帶
PAB 907 807F,PORSCHE,,氮氧化物感知器-觸媒前
PAC 103 210E,PORSCHE,,廢氣循環管-PCV閥
PAC 109 022B,PORSCHE,,凸輪軸-排汽
PAC 131 984K,PORSCHE,,尿素導管-前
PAC 145 612,PORSCHE,,壓力閥修理包-渦輪增壓器
PAE 407 021,PORSCHE,,三角架-上-左/右
PAE 919 088,PORSCHE,,汽油泵-
PAF 006 121 *,ELRING,,噴油嘴油封-上
PAF 008 528,PORSCHE,,塞子-變速箱
PAF 008 646,PORSCHE,,O型環-鏈條調整器
PAF 909 187,PORSCHE,,螺絲
PAF 911 559,PORSCHE,,螺絲
PAF 911 994 01,PORSCHE,,螺絲
PANAMERA-2.9-S,CAR-PORSCHE,,車型-971
PANAMERA-3.0,CAR-PORSCHE,,車型-971
PANAMERA-3.6,CAR-PORSCHE,,車型-970110
PANAMERA-4-3.6,CAR-PORSCHE,,車型-970410
PANAMERA-4S-4.8,CAR-PORSCHE,,車型-970420
PANAMERA-EXECUTIVE,CAR-PORSCHE,,車型-970470
PANAMERA-GTS-4.8,CAR-PORSCHE,,車型-970740
PANAMERA-S-3.0,CAR-PORSCHE,,車型-970120
PANAMERA-S-4.8,CAR-PORSCHE,,車型-970120
PANAMERA-S-HYBRID-3.0,CAR-PORSCHE,,車型-970130
PANAMERA-SIESEL-3.0,CAR-PORSCHE,,車型-970140
PANAMERA-TOUBO-4.8,CAR-PORSCHE,,車型-970430
PASSAT-3.6-COUPE,CAR-VAG,,車型-3C
PASSAT-B3-1.8,CAR-VAG,,車型-35
PASSAT-B3-1.8 16V,CAR-VAG,,車型-35
PASSAT-B3-2.0,CAR-VAG,,車型-35
PASSAT-B3-2.0 16V,CAR-VAG,,車型-35
PASSAT-B4-2.0,CAR-VAG,,車型-3A
PASSAT-B4-2.8 VR6,CAR-VAG,,車型-3A
PASSAT-B5-1.8,CAR-VAG,,車型-3B
PASSAT-B5-1.8T,CAR-VAG,,車型-3B3
PASSAT-B5-2.0,CAR-VAG,,車型-3B3
PASSAT-B5-2.3 VR5,CAR-VAG,,車型-3B3
PASSAT-B5-2.8 30V,CAR-VAG,,車型-3B3
PASSAT-B6-1.8-FSI,CAR-VAG,,車型-3C
PASSAT-B6-2.0-FSI,CAR-VAG,,車型-3C
PASSAT-B6-2.0-TDI,CAR-VAG,,車型-3C
PASSAT-B6-2.0-TFSI,CAR-VAG,,車型-3C
PASSAT-B6-2.0T,CAR-VAG,,車型-3C
PASSAT-B6-3.2-VR6,CAR-VAG,,車型-3C
PASSAT-B6-3.6-R36,CAR-VAG,,車型-3C
PASSAT-B7-1.8-TSI,CAR-VAG,,車型-3AA
PASSAT-B7-2.0-TDI,CAR-VAG,,車型-3AA
PASSAT-B8-1.4T,CAR-VAG,,車型-3G
PASSAT-B8-1.8-TFSI,CAR-VAG,,車型-3G54JZ
PASSAT-B8-2.0-TDI,CAR-VAG,,車型-3G5
PASSAT-B8-2.0-TFSI-3G,CAR-VAG,,車型-3G5
PASSAT-CC-2.0-TDI,CAR-VAG,,車型-3C0
PASSAT-CC-2.0-TFSI,CAR-VAG,,車型-3C0
PASSAT-W8-4.0,CAR-VAG,,車型-3B
PCG 333 051 02,PORSCHE,,避震器芯-前
PHAETON-3.0-TDI,CAR-VAG,,車型-3D
PHAETON-3.2,CAR-VAG,,車型-3D2
PHAETON-4.2,CAR-VAG,,車型-V8
PHAETON-6.0,CAR-VAG,,車型-3D2-W12
PMH149,TRW,,煞車總泵
POINTER-1.8,CAR-VAG,,車型
POLO-1.0-TSI,CAR-VAG,,車型-AW13KZ
POLO-1.4,CAR-VAG,,車型-9N1
POLO-1.4-6R,CAR-VAG,,車型-6R12E7
POLO-1.4-TD1,CAR-VAG,,車型-9N
POLO-1.6,CAR-VAG,,車型-6N1
POLO-1.8-GTI,CAR-VAG,,車型-9N3
POLO-2.0-TFSI-GTI,CAR-VAG,,車型-AW19TY
POLO-60-1.6,CAR-VAG,,車型-602
POLO-VENTO-60-1.6,CAR-VAG,,車型-602
PS,,,備註
Q2-1.4-TSI,CAR-VAG,,車型-GABACG
Q3-1.4-83A,CAR-VAG,,車型-83A
Q3-1.4-TSI,CAR-VAG,,車型-8UB0KX
Q3-1.4-TSI    .,CAR-VAG,,車型-8UGAKX
Q3-1.5-35TFSI-SPORTBACK,CAR-VAG,,車型-F3NCZG
Q3-2.0-TDI,CAR-VAG,,車型-8UB0HY
Q3-2.0T,CAR-VAG,,車型-8UB08Y
Q3-2.0T     .,CAR-VAG,,車型-8UGB8Y
Q3-2.0T  .,CAR-VAG,,車型-8UB0EY
Q4-Sportback-e-tron,CAR-VAG,,車型-FANAU3
Q5-2.0-80A,CAR-VAG,,車型-80A
Q5-2.0-HYBRID-8R,CAR-VAG,,車型-8R
Q5-2.0-TDI,CAR-VAG,,車型-8R
Q5-2.0-TDI-80A,CAR-VAG,,車型-80A
Q5-2.0T-8R,CAR-VAG,,車型-8R
Q5-3.0-TDI-Q,CAR-VAG,,車型-8R
Q7-2.0-4M,CAR-VAG,,車型-4M
Q7-3.0-4L,CAR-VAG,,車型-4L
Q7-3.0-4M,CAR-VAG,,車型-4M
Q7-3.0-TDI,CAR-VAG,,車型-4L
Q7-3.0-TDI-4M,CAR-VAG,,車型-4M
Q7-3.0-TDI-QUATTRO,CAR-VAG,,車型-4MGAL2
Q7-3.6,CAR-VAG,,車型-4L
Q7-4.2,CAR-VAG,,車型-4L
Q7-4.2-TDI,CAR-VAG,,車型-4L
Q8-3.0-4M,VAG,,車型-4M
R8-4.2,CAR-VAG,,車型-42
R8-5.2,CAR-VAG,,車型-42
R8-5.2-QUATTRO,CAR-VAG,,車型-4SPRDE
RAPID-1.4-TDI-5J,CAR-SKODA,,車型-NH143D
RAPID-1.4-TSI,CAR-SKODA,,車型-NH14PD
RAPID-1.6-SRE-5J,CAR-SKODA,,車型-NH33LC
ROOMSTER-1.2-TSI,CAR-SKODA,,車型-5J73JD
RS3-2.5,CAR-VAG,,車型-8V
RS3-2.5-8Y,CAR-VAG,,車型-8Y
RS4,CAR-VAG,,車型
RS4-2.9-8W,CAR-VAG,,車型-8WDRXA
RS4-4.2-8E,CAR-VAG,,車型
RS4-4.2-8K,CAR-VAG,,車型-8K5RXY
RS5-2.9,CAR-VAG,,車型-F53RXA
RS5-4.2,CAR-VAG,,車型-8T3RXY
RS6,CAR-VAG,,車型
RS6-4.0-4G,CAR-VAG,,車型-4G5
RS6-4.0-4K,CAR-VAG,,車型-4K
RS6-5.0,CAR-VAG,,車型-4F5RUL
RS7-4.0-4G,CAR-VAG,,車型-4GA
RSQ3-2.5-8U,CAR-VAG,,車型-8UGR7Y
RSQ3-2.5-TFSI-83A,CAR-VAG,,車型-83A
RSQ8-4.0-4M,VAG,,車型-4MNRV2
S-001,VW,,避震器總成
S03-8056,BILSTEIN,,避震器組-PSS9
S1-2.0,CAR-VAG,,車型-8XFSF9
S3,CAR-VAG,,車型-8L1
S3-2.0-8Y,CAR-VAG,,車型-8Y
S3-2.0-Q,CAR-VAG,,車型-8P1
S3-2.0-T,CAR-VAG,,車型-8VA
S4,CAR-VAG,,車型
S4-2.7-USA,CAR-VAG,,車型-8D
S4-3.0,CAR-VAG,,車型-8K
S4-3.0-8W,CAR-VAG,,車型-8W
S4-4.2-V8,CAR-VAG,,車型-8E
S5-3.0-SPORTBACK,CAR-VAG,,車型-8T
S5-4.2-COUPE,CAR-VAG,,車型-8T
S6,CAR-VAG,,車型
S6-4.0,CAR-VAG,,車型-4G53SY
S6-5.2,CAR-VAG,,車型-4F2SSL
S7-4.0,CAR-VAG,,車型-4G
S8,CAR-VAG,,車型
S8-4.0,VAG,,車型-4N2SSA
S8-4.0-4H-USA,VAG,,車型-4H25SA
S8-QUATTRO-5.2,CAR-VAG,,車型
SCALA-1.0-TSI,CAR-SKODA,,車型-NW14ND
SCALA-1.5-TSI,CAR-SKODA,,車型-NW14KD-657
SCIROCCO-1.4-TFSI,CAR-VAG,,車型-1K8
SCIROCCO-2.0-TFSI,CAR-VAG,,車型-1K8
SE021977000B,SEAT,,汽油泵
SHARAN-1.4T,CAR-VAG,,車型-7N1
SHARAN-1.8T,CAR-VAG,,車型-7M6
SHARAN-2.0-TDI,CAR-VAG,,車型-7N1
SHARAN-2.0-TDI     .,CAR-VAG,,車型-7N235Y
SHARAN-2.8 VR6,CAR-VAG,,車型-7M6
SQ5-3.0-8R,CAR-VAG,,車型-8RBSCA
SQ5-3.0-Q,CAR-VAG,,車型-80A-FYBS4A
SQ7-4.0-TDI,CAR-VAG,,車型-4M
SUPERB-1.4-TSI-3V,CAR-SKODA,,車型-3V34LD
SUPERB-1.5-TFSI-3V,CAR-SKODA,,車型-3V54ND
SUPERB-1.8-TFSI-3T,CAR-SKODA,,車型-3T52LD
SUPERB-1.8T,CAR-SKODA,,車型-3U4
SUPERB-2.0-TDI-3T,CAR-SKODA,,車型-3T529C
SUPERB-2.0-TDI-3V,CAR-SKODA,,車型-3V548D
SUPERB-2.0-TFSI-3V,CAR-SKODA,,車型-3V55UX
SUPERB-2.5-TDI,CAR-SKODA,,車型-3U4
SUPERB-2.8-V6,CAR-SKODA,,車型-3U4
SUPERB-3.6-3T,CAR-SKODA,,車型-3T43SX
T-011,,,天窗馬達組
T-CROSS-1.0-TSI,CAR-VAG,,車型-C114KZ
T-ROC-1.5-TSI,CAR-VAG,,車型-A114KE
T-ROC-2.0-TFSI,CAR-VAG,,車型-A114RT
T10255,VW,,固定工具
T10340,VW,,特工
T10459,VW,,工具
T10558A,VW,,特工
T10618,VW,,特工
T3SD-709,SANDEN,,壓縮機總成
T4,CAR-VAG,,車型
T40326,,,特工
T5-1.9-TDI,CAR-VAG,,車型-TRANSPORTER
T5-2.0,CAR-VAG,,車型-TRANSPORTER SHUTTLE
T5-2.0-TDI,CAR-VAG,,車型-7H
T5-2.5-TDI,CAR-VAG,,車型-TRANSPORTER
T5-3.2-V6,CAR-VAG,,車型-MULTIVAN
T6-2.0-TDI-TR,CAR-VAG,,車型-7E-TR
T6-2.0-TDI-TRCM,CAR-VAG,,車型-7E-TRCM-6.1
T7-2.0-TFSI-7T,CAR-VAG,,車型-7T-TRCM
TIGUAN ALLSPACE-1.4-TSI,CAR-VAG,,車型-BW23PY
TIGUAN ALLSPACE-2.0-TFSI,CAR-VAG,,車型-BW24TT
TIGUAN ALLSPACE-2.0-TFSI     .,CAR-VAG,,車型-BW24LT
TIGUAN-1.4- TSI,CAR-VAG,,車型-AD13PY
TIGUAN-1.4-TSI,CAR-VAG,,車型-5N20SY
TIGUAN-1.5-TSI,CAR-VAG,,車型-AX13BZ
TIGUAN-1.5-TSI-,CAR-VAG,,車型-CT14BM-57
TIGUAN-2.0-FSI,CAR-VAG,,車型-5N
TIGUAN-2.0-TDI,CAR-VAG,,車型
TIGUAN-2.0-TDI-R-LINE,CAR-VAG,,車型-5NA
TIGUAN-2.0-TFSI,CAR-VAG,,車型-AD13QT
TIGUAN-2.0-TFSI-57,CAR-VAG,,車型-CT14PT-57
TIGUAN-2.0-TFSI-R-LINE,CAR-VAG,,車型-AD14WT
TIGUAN-2.0-TFSI-RLINE-57,CAR-VAG,,車型-CT15ST-57
TOUAREG-2.5-TDI,CAR-VAG,,車型-7LA
TOUAREG-3.0 TDI,CAR-VAG,,車型-7LA
TOUAREG-3.0-7P,CAR-VAG,,車型-7P5
TOUAREG-3.0-TDI-7P,CAR-VAG,,車型-7P5
TOUAREG-3.2,CAR-VAG,,車型-7LA
TOUAREG-3.6,CAR-VAG,,車型-7LA
TOUAREG-4.2,CAR-VAG,,車型-7LA
TOUAREG-5.0-TDI,CAR-VAG,,車型-7LA
TOURAN-1.4-TSI,CAR-VAG,,車型-1T
TOURAN-1.4-TSI   .,CAR-VAG,,車型-5T14NZ
TOURAN-1.5-TSI,CAR-VAG,,車型-5T13PZ
TOURAN-1.6-TDI,CAR-VAG,,車型-1T
TOURAN-1.6-TDI-,CAR-VAG,,車型-5T1
TOURAN-1.6-TDI-CR,CAR-VAG,,車型-5T132Z
TOURAN-1.9-TDI,CAR-VAG,,車型-1T
TRAN,,,運費
TT,CAR-VAG,,車型
TT-1.8T-180HP-USA,CAR-VAG,,車型-8N3
TT-2.0-FSI-COUPE,CAR-VAG,,車型-8J
TT-2.0-TFSI-8S,CAR-VAG,,車型-8S
TT-3.2Q-COUPE,CAR-VAG,,車型-8J
TTC-1.8T-180HP,CAR-VAG,,車型-8N3
TTC-1.8T-225HP,CAR-VAG,,車型-8N3
TTRS-2.5,CAR-VAG,,車型-8J3RSY
TTRS-2.5-8S,CAR-VAG,,車型-8S
TTS-2.0-COUPE,CAR-VAG,,車型-8J3S3L
TTS-2.0-COUPR-8S,CAR-VAG,,車型-8S-FV3S2L
UF2SWE,T4,,引擎電腦鐵護蓋
UF2SWE-1,T4,,引擎電腦鐵護蓋-角燈後
UM600,VALEO,,"雨刷片-軟式-16"""
UM601,VALEO,,"雨刷片-軟式-18"""
UM602,VALEO,,"雨刷片-軟式-19"""
UM650,VALEO,,"雨刷片-軟式-20"""
UM651,VALEO,,"雨刷片-軟式-21"""
UM652,VALEO,,"雨刷片-軟式-22"""
UM701,VALEO,,"雨刷片-軟式-24"""
UM702,VALEO,,"雨刷片-軟式-26"""
UP-1.0,CAR-VAG,,車型-1213A3
UX 79,BERU,,火星塞
V1170,MONROE,,避震器-後
VAG 1551,VAG,,測試儀器
VAG 1551-1,VAG,,測試線-1551
VAG 1551-3,VAG,,測試線-1551
VAG 1551-3A,VAG,,測試線-1551
VAG 1551-USA-5,VAG,,測試儀器軟體
VAG 1552,VAG,,測試儀器
VAG 1598,VAG,,測試線組
VAG 1767,VAG,,測試儀器
VAS 5051,VAG,,測試儀器
VAS 611 007,VW,,特工
VAS 611 007 -,FEBI,,特工-正時皮帶
VAS 611 007/18,VW,,特工
VAS 611 007/19,VW,,特工
VENTO-1.8,CAR-VAG,,車型
VENTO-2.0,CAR-VAG,,車型
VM300,VALEO,,"雨刷片組-軟式-21""/19"""
VM301,VALEO,,"雨刷片組-軟式-21""/21"""
VM311,VALEO,,雨刷片組-軟式
VMS LED 001,,,手電筒-LED
WHT 000 001S,VW,,螺絲
WHT 000 032,VW,,螺絲
WHT 000 033B,VW,,波司邊
WHT 000 033D,VW,,波司邊
WHT 000 033DS *,KS,,波司邊組
WHT 000 033H,PORSCHE,,波司邊
WHT 000 033N,VW,,波司邊
WHT 000 033NS *,KS,,波司邊組
WHT 000 036,VW,,螺絲
WHT 000 078,VW,,煞車油管接頭-前
WHT 000 079,VW,,煞車油管接頭
WHT 000 124,VW,,墊片-軸承套-正時齒輪
WHT 000 155,VW,,螺絲
WHT 000 187,VW,,戶定螺絲
WHT 000 188,VW,,戶定螺絲
WHT 000 206,VW,,放油螺絲-變速箱
WHT 000 206A,VW,,放油螺絲
WHT 000 214,VW,,墊片
WHT 000 223,VW,,螺絲-渦輪增壓油管
WHT 000 227,VW,,螺絲
WHT 000 227 /,TOPRAN,,螺絲
WHT 000 228,VW,,螺絲
WHT 000 228 /,TOPRAN,,螺絲
WHT 000 228A,VW,,螺絲
WHT 000 232,VW,,墊片-螺絲-調整
WHT 000 237,VW,,螺絲
WHT 000 237A,VW,,螺絲
WHT 000 237A -,FEBI,,螺絲
WHT 000 237B,VW,,螺絲
WHT 000 237C,VW,,螺絲
WHT 000 265,VW,,螺絲固定銷-正時鍊條壓板
WHT 000 285C,VW,,螺絲-油管
WHT 000 306,VW,,螺絲
WHT 000 307,VW,,螺絲
WHT 000 309,VW,,螺絲
WHT 000 310A,VW,,量油管螺絲
WHT 000 311,VW,,螺絲
WHT 000 315,VW,,螺絲
WHT 000 316,VW,,塞子-水管-放氣螺絲
WHT 000 323A,VW,,放油螺絲-變速箱
WHT 000 323A /,TOPRAN,,放油螺絲-變速箱
WHT 000 329,VW,,螺絲
WHT 000 360A,VW,,螺絲
WHT 000 363,VW,,墊片
WHT 000 372,VW,,螺絲
WHT 000 375,VW,,止推墊圈
WHT 000 402,VW,,螺絲-車門側板
WHT 000 404,VW,,螺帽
WHT 000 404A,VW,,螺帽
WHT 000 406,VW,,墊片-引擎油底殼
WHT 000 412,VW,,墊圈-後底盤
WHT 000 417A,VW,,O型環
WHT 000 418A,VW,,O型環-變速箱
WHT 000 425,VW,,螺絲
WHT 000 431A,VW,,螺絲-工字樑
WHT 000 439,VW,,螺絲
WHT 000 439A,VW,,螺絲
WHT 000 485,VW,,螺絲
WHT 000 494,VW,,螺絲
WHT 000 507,VW,,螺絲-油管
WHT 000 514,VW,,放油螺絲-變速箱
WHT 000 517,VW,,放油螺絲-變速箱
WHT 000 530,VW,,螺絲-噴油嘴-柴油
WHT 000 562,VW,,螺帽
WHT 000 654,VW,,螺絲
WHT 000 671,VW,,銅套-煞車踏板
WHT 000 695A,VW,,球型固定座
WHT 000 713,VW,,螺帽
WHT 000 724,VW,,墊片
WHT 000 729A,VW,,螺絲
WHT 000 731A,VW,,螺絲
WHT 000 747,VW,,固定螺絲-變速箱油底殼
WHT 000 747 -,FEBI,,固定螺絲-變速箱油底殼
WHT 000 785,VW,,螺帽
WHT 000 785B,VW,,螺帽
WHT 000 812,VW,,螺帽-尾燈
WHT 000 813,VW,,螺絲-雙牙-塑膠
WHT 000 819,VW,,螺帽
WHT 000 862,VW,,O型環
WHT 000 863,VW,,O型環-水管接頭
WHT 000 868,VW,,螺絲組-含螺帽
WHT 000 869,VW,,螺帽
WHT 000 871,VW,,螺絲-後保桿
WHT 000 881,VW,,O型環
WHT 000 884,VW,,O型環-柴油噴油嘴
WHT 000 884 *,ELRING,,O型環-柴油噴油嘴
WHT 000 889,VW,,輪胎螺帽
WHT 000 897A,VW,,機油芯螺絲
WHT 000 897A /,TOPRAN,,機油芯螺絲
WHT 000 898A,VW,,固定腳
WHT 000 906,VW,,螺絲
WHT 000 912,VW,,汽缸蓋螺絲
WHT 000 912 *,ELRING,,汽缸蓋螺絲
WHT 000 912S *,ELRING,,汽缸蓋螺絲組-*10
WHT 000 918,VW,,螺絲
WHT 000 931,VW,,螺絲-保桿
WHT 000 936,VW,,螺絲-前保側固定
WHT 000 938,VW,,螺絲
WHT 000 950A,VW,,調整墊片
WHT 000 968,VW,,螺帽
WHT 001 002,VW,,螺帽
WHT 001 006,VW,,O型環
WHT 001 011,VW,,O型環
WHT 001 011A,VW,,O型環
WHT 001 017,VW,,螺絲-汽缸蓋
WHT 001 018A,VW,,O型環
WHT 001 100,VW,,螺絲
WHT 001 136,VW,,螺絲-引擎下護板
WHT 001 163B,VW,,螺絲
WHT 001 164,VW,,螺絲
WHT 001 225,VW,,O型環
WHT 001 230,VW,,螺絲-後鈕
WHT 001 234,VW,,螺絲-後鈕
WHT 001 235,VW,,螺絲-後鈕
WHT 001 241,VW,,螺絲
WHT 001 245,VW,,O型環-差速器
WHT 001 247,VW,,O型環
WHT 001 247A,VW,,O型環
WHT 001 264,VW,,螺絲-雙牙
WHT 001 305,VW,,引擎飾蓋固定座
WHT 001 319 *,ELRING,,螺絲-連桿
WHT 001 319B,VW,,螺絲-連桿
WHT 001 321,VW,,螺絲-引擎體固定銷
WHT 001 329,VW,,螺絲
WHT 001 386,VW,,墊圈
WHT 001 386 *,ELRING,,墊圈
WHT 001 396A,VW,,墊片
WHT 001 403,VW,,O型環
WHT 001 403 *,ELRING,,O型環
WHT 001 411,VW,,螺絲-汽缸蓋
WHT 001 420,VW,,螺絲
WHT 001 425,VW,,螺帽
WHT 001 434,VW,,墊圈
WHT 001 453,VW,,螺絲-羊角
WHT 001 455,VW,,螺絲
WHT 001 480,VW,,螺絲
WHT 001 481,VW,,螺絲-節流閥
WHT 001 482,VW,,螺絲-節流閥
WHT 001 483,VW,,螺絲-可變進氣調整器
WHT 001 484,VW,,避震器墊片-前
WHT 001 501,VW,,螺帽
WHT 001 506A,VW,,水箱固定銷
WHT 001 592,VW,,螺絲
WHT 001 652,VW,,螺絲
WHT 001 656,VW,,墊片
WHT 001 675,VW,,墊片
WHT 001 676,VW,,墊片
WHT 001 677,VW,,O型環
WHT 001 678,VW,,墊片
WHT 001 679,VW,,螺絲-偏心
WHT 001 686,VW,,O型環-ATF冷卻器
WHT 001 688,VW,,O型環-水管接頭
WHT 001 692,VW,,螺絲
WHT 001 693,VW,,輪胎螺絲
WHT 001 759,VW,,螺絲
WHT 001 794,VW,,螺絲-後工字樑
WHT 001 796A,VW,,調整墊片
WHT 001 799,VW,,方向機油壓力開關座-螺絲
WHT 001 800,VW,,方向機油壓力開關座-螺絲
WHT 001 801,VW,,O型環
WHT 001 812,VW,,輪胎螺絲
WHT 001 817,VW,,螺絲
WHT 001 833,VW,,螺絲-三角架
WHT 001 835,VW,,螺絲
WHT 001 877,VW,,曲軸前軸套墊片
WHT 001 878,VW,,螺絲
WHT 001 882,VW,,放油塞-螺絲
WHT 001 921,VW,,螺絲-帶配重
WHT 001 922,VW,,螺絲
WHT 001 937,VW,,放油螺絲
WHT 001 937 /,TOPRAN,,放油螺絲
WHT 001 938,VW,,螺帽
WHT 001 949,VW,,螺絲
WHT 001 955,VW,,螺絲
WHT 001 958B,VW,,螺絲
WHT 001 965,VW,,O型環
WHT 001 973,VW,,螺絲
WHT 001 974,VW,,墊片
WHT 001 987,VW,,螺帽
WHT 002 001,VW,,O型環
WHT 002 015,VW,,螺絲
WHT 002 053,VW,,螺絲
WHT 002 059,VW,,螺絲-三角架
WHT 002 079,VW,,螺絲
WHT 002 098,VW,,螺帽
WHT 002 129,VW,,螺絲
WHT 002 131A,VW,,汽缸蓋螺絲
WHT 002 142A,VW,,O型環-變速箱
WHT 002 210,VW,,塞子-燃油芯
WHT 002 218,VW,,O型環
WHT 002 223,VW,,O型環
WHT 002 224,VW,,O型環
WHT 002 227,VW,,墊片-引擎下護板
WHT 002 247,VW,,O型環
WHT 002 262,VW,,螺絲
WHT 002 263,VW,,螺絲
WHT 002 287B,VW,,O型環
WHT 002 287C,VW,,O型環
WHT 002 305,VW,,四角螺母
WHT 002 306,VW,,螺絲
WHT 002 312B,VW,,螺絲
WHT 002 370,,,螺絲-汽門室蓋
WHT 002 389,VW,,墊片
WHT 002 431,VW,,引擎飾蓋固定座
WHT 002 435,VW,,螺絲
WHT 002 437,VW,,輪胎螺絲
WHT 002 437 -,FEBI,,輪胎螺絲
WHT 002 437 /,TOPRAN,,輪胎螺絲
WHT 002 438,VW,,輪胎螺絲
WHT 002 438 -,FEBI,,輪胎螺絲
WHT 002 459,VW,,螺絲
WHT 002 484,VW,,螺絲
WHT 002 490,VW,,墊片
WHT 002 492,VW,,螺絲
WHT 002 494,VW,,支架-渦輪
WHT 002 511,VW,,固定座-引擎飾蓋
WHT 002 514,VW,,螺帽
WHT 002 529,VW,,輪胎螺絲
WHT 002 535,VW,,螺母
WHT 002 543,VW,,O型環
WHT 002 557,VW,,螺帽
WHT 002 589,VW,,螺絲
WHT 002 592,VW,,插銷
WHT 002 603,VW,,螺絲
WHT 002 643,VW,,螺絲
WHT 002 662,VW,,螺絲-連桿
WHT 002 665,VW,,O型環
WHT 002 666,VW,,O型環
WHT 002 780,VW,,O型環
WHT 002 784,VW,,O型環
WHT 002 789,VW,,O型環-調整器
WHT 002 789 *,ELRING,,O型環-調整器
WHT 002 791,VW,,螺絲-噴油嘴-柴油
WHT 002 796,VW,,螺絲
WHT 003 156,VW,,O型環
WHT 003 157,VW,,螺絲
WHT 003 176,VW,,螺絲
WHT 003 179,VW,,螺絲
WHT 003 186,VW,,O型環
WHT 003 186 *,ELRING,,O型環
WHT 003 187,VW,,螺絲
WHT 003 207,VW,,螺帽-塑膠
WHT 003 211,PORSCHE,,螺絲
WHT 003 219,VW,,螺帽
WHT 003 237,VW,,螺絲
WHT 003 247,VW,,O型環
WHT 003 247 *,ELRING,,O型環
WHT 003 252,VW,,螺絲
WHT 003 336,VW,,墊片
WHT 003 351,VW,,調整墊片
WHT 003 352,VW,,調整墊片
WHT 003 352A,VW,,調整墊片
WHT 003 352B,VW,,調整墊片
WHT 003 352C,VW,,調整墊片
WHT 003 352D,VW,,調整墊片
WHT 003 352E,VW,,調整墊片
WHT 003 352F,VW,,調整墊片
WHT 003 352G,VW,,調整墊片
WHT 003 352H,VW,,調整墊片
WHT 003 352J,VW,,調整墊片
WHT 003 352K,VW,,調整墊片
WHT 003 366,VW,,O型環
WHT 003 366A,VW,,O型環
WHT 003 367,VW,,O型環-回油管
WHT 003 368,VW,,O型環
WHT 003 368A,VW,,O型環
WHT 003 376,VW,,O型環
WHT 003 379,VW,,O型環
WHT 003 386,VW,,墊片
WHT 003 463,VW,,O型環
WHT 003 463 *,ELRING,,O型環
WHT 003 466,VW,,螺絲-連桿
WHT 003 467,VW,,螺絲
WHT 003 477,,,球型固定座
WHT 003 486,VW,,螺絲
WHT 003 487,VW,,放油螺絲-變速箱
WHT 003 496,VW,,螺絲-代油孔
